-0.74724,0.49435,-1
-0.72089,-0.26455,-1
-0.35832,0.40405,-1
0.15883,0.6741,-1
0.78468,0.94037,-1
0.47677,0.74372,-1
0.43541,0.61188,-1
-0.13404,-0.46846,-1
0.36811,-0.19133,-1
0.58827,-0.57488,-1
-0.99416,-0.79377,-1
0.39036,-0.11911,-1
-0.98707,0.69961,-1
0.34582,0.50114,-1
-0.2452,0.35355,1
-0.74339,0.64669,-1
0.74229,-0.84565,-1
-0.58008,-0.94586,-1
0.3264,-0.94078,-1
0.78427,-0.9246,-1
-0.50178,0.05342,1
0.59994,-0.93695,-1
-0.16611,-0.95379,-1
0.30554,-0.52366,-1
-0.97272,-0.09588,-1
-0.9015,-0.8219,-1
0.010725,-0.60205,1
-0.45086,0.47327,-1
0.51349,-0.31813,-1
0.29213,-0.14597,-1
0.64944,-0.80885,-1
0.0029405,0.56914,-1
0.9755,-0.90492,-1
0.31458,-0.35401,-1
0.91567,0.11643,-1
-0.93088,0.5727,-1
0.79045,0.15596,-1
0.19223,0.44984,-1
-0.56766,0.54467,-1
0.75064,-0.96226,-1
-0.048967,-0.97705,-1
-0.63995,0.015976,-1
0.61176,-0.091305,-1
0.21876,0.74577,-1
-0.70992,-0.67352,1
-0.84748,0.8,-1
0.71664,0.11582,1
-0.72499,-0.67994,-1
-0.46752,0.1186,-1
0.51101,0.063514,-1
0.4068,-0.24774,-1
-0.61562,-0.89082,-1
-0.40393,0.39737,-1
-0.94596,-0.8663,-1
0.42859,-0.37963,-1
0.61662,0.66735,-1
0.92812,0.058995,-1
-0.19469,-0.35467,-1
-0.97017,-0.77542,-1
0.98747,0.85914,-1
0.31406,-0.72315,-1
0.56771,0.88242,-1
0.75962,0.1785,-1
0.13715,0.37841,-1
0.37614,-0.4155,-1
0.79785,0.85412,-1
-0.32029,-0.84922,-1
0.41537,0.35483,-1
0.39813,-0.025976,-1
-0.71122,0.14921,1
0.68916,0.84241,-1
-0.50888,0.86883,-1
0.88124,-0.76035,-1
-0.83988,-1.0278,-1
0.43337,0.33178,-1
-0.47782,0.74561,-1
-0.59369,-0.20698,1
-0.33276,0.3759,-1
0.75992,-0.29861,-1
0.10256,-0.60429,-1
-0.43392,0.21781,1
0.25673,0.45503,-1
-0.65767,-0.54153,-1
0.95321,-0.051947,-1
-0.072017,-0.87404,-1
0.27344,-0.73544,-1
-0.62059,-0.61144,-1
0.43533,-1.0107,-1
-0.91834,0.43163,-1
1.0117,0.31393,1
0.69982,0.95709,-1
-0.49292,0.64679,-1
-0.62713,-0.37084,-1
-0.90471,0.89275,-1
0.50722,0.33997,1
0.12232,-0.28866,-1
0.63614,0.3727,-1
-0.6209,-0.13319,-1
0.42532,0.24888,1
0.68667,-0.75406,-1
-0.6567,0.35376,-1
-0.38021,0.97097,1
0.38036,0.6235,-1
0.93345,0.15182,-1
0.052535,0.59905,1
0.23295,0.59129,-1
-0.75357,-0.32323,-1
0.79458,-0.33308,-1
0.70535,0.31762,-1
0.67912,0.47745,-1
0.52739,-0.53513,-1
0.54724,-0.977,-1
-0.11556,0.42667,-1
0.42352,0.12937,-1
-0.57953,0.35173,-1
0.18841,-0.38131,-1
-0.86941,0.6036,-1
-0.76123,0.32994,-1
0.56095,-0.36844,-1
0.95188,0.47152,-1
-0.1583,-0.60953,-1
0.38872,-0.17218,-1
0.76288,0.75341,-1
0.56365,-0.60233,-1
0.83211,0.5765,-1
0.90245,0.824,-1
-0.95364,0.073035,-1
-0.55248,-0.033026,-1
-0.1796,-0.74474,-1
-0.30111,0.41818,-1
0.050857,0.47985,-1
-0.00072419,-0.0067574,1
0.63701,0.94141,-1
0.57292,-0.73263,-1
0.62443,1.03,-1
0.69594,0.76123,-1
-0.84277,-0.78849,-1
-0.54901,-0.51236,-1
0.58608,0.36984,-1
0.062022,-0.44246,-1
-0.16691,-0.58549,-1
-0.69123,-0.15479,1
-0.52407,0.22297,-1
-0.14054,0.31149,-1
0.14104,-0.80769,-1
0.57765,0.91542,-1
-0.35155,0.62887,-1
-0.5505,-0.80105,-1
-0.23293,0.88506,-1
-0.69206,0.76489,-1
0.6754,-0.77411,-1
0.48235,-0.27032,-1
-0.92746,-0.42493,-1
0.21127,0.18787,-1
0.57032,-0.78779,-1
0.48901,-0.40587,-1
0.8301,-0.21883,-1
0.41481,0.72616,-1
1.015,-0.76236,-1
0.89252,0.16833,-1
-0.58595,0.12075,-1
0.89764,0.93078,-1
-0.2699,-0.95523,-1
-0.10254,-0.17845,1
-0.60104,0.8365,-1
-0.5802,-0.91586,1
0.096485,-0.549,-1
-0.079386,-0.33168,1
-0.30915,0.49997,-1
-0.81083,1.0147,-1
0.44889,-0.25737,-1
-0.52883,0.60326,-1
0.30552,0.63762,-1
